"parent equipment class name","equipment class name","equipment class definition","abstract class flag","CFIHOS unique id","spare part info required","reason for having class","synonym","created date","modified date","terminated date","change request number","status"
"manual valve","gate valve","A valve that is a valve where the closure member is a gate or disc with a linear motion parallel, or nearly parallel, to the plane of flat seats, which are transverse to the direction of flow.","no","CFIHOS-30000838","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"control valve","globe control valve","A control valve that is a globe valve and an actuated valve.","no","CFIHOS-30000839","yes","Identified as part of RDL Alignment Activity","actuated globe valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"manual valve","globe valve","A valve that is a valve where the closure member is a disc or piston operating with linear motion normal to the flat or shaped seat.","no","CFIHOS-30000840","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"separator","gravity separator","A separator that is based on the difference in specific gravity for the substances to be separated.","no","CFIHOS-30000841","no","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD"
"piping purge unit","hydraulic piping purge unit","A hydraulically controlled piping system that is situated within the frame and distributes purge gas inside the frame.","no","CFIHOS-30000842","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD"
"turbine","hydraulic turbine","A turbine in which liquid forces are driving the rotor by the reaction of acceleration of subject liquid flow in the runner while the pressure drops.","no","CFIHOS-30000843","yes","BP Reliability, TOTAL Physical Class","liquid expander","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60","STANDARD"
"corrosion element","linear polarization resistance element","A detecting element intended to measure corrosion using electrical conductivity.","no","CFIHOS-30000844","yes","Requested by Total","LPR corrosion probe","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD"
"rotary pump","liquid ring pump","A rotary pump intended to use a liquid annulus held by centrifugal force around the inside of a casing by a single rotor-impeller to compress vapour isothermically.","no","CFIHOS-30000845","yes","BP Reliability, TOTAL Physical Class",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0009;CR0028;CR0029;FR60;FR74","TERMINATED"
"rotary pump","lobe pump","A rotary pump intended to carry a liquid in cavities within a chamber, between meshed and timed rotor lobe surfaces, from the inlet to the outlet.","no","CFIHOS-30000846","yes","BP Reliability, TOTAL Physical Class",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0009;CR0028;CR0029;FR60;FR74","TERMINATED"
"general instrument","manual switch","A switch which is operated by a person.","no","CFIHOS-30000847","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"control valve","multiple orifice on-off valve","A valve not designed to regulate flow (e.g. on/off). A valve with multiple orifices or flow-restriction device to control fluid flow. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000848","yes","Identified as part of RDL Alignment Activity","multiple orifice valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;CR0032;FR60","STANDARD"
"control valve","multiport on-off valve","A valve not designed to regulate flow (e.g. on/off). A multi port valve which has the possibility of multiple distinct paths for flow through it. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000849","yes","Identified as part of RDL Alignment Activity","multi port on-off valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;CR0032;FR60","STANDARD"
"manual valve","multiport valve","A valve that has three or more ports arranged to switch flow.","no","CFIHOS-30000850","yes","Identified as part of RDL Alignment Activity","multi port valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"control valve","needle control valve","A needle valve that is equipped with an actuator that manipulates a stream of fluid in the response to a signal from an external sensing element and with input of energy from an external source.","no","CFIHOS-30000851","yes","Identified as part of RDL Alignment Activity","actuated needle valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"manual valve","needle valve","A globe valve that has a closure member with the shape of a conical plug (needle) which closes into a small seat.","no","CFIHOS-30000852","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"transmitter","nucleonic level transmitter","A level transmitter that is producing a standardized electrical output signal based on the input signal from a nucleonic level detector.","no","CFIHOS-30000853","yes","Owner Operator RDL Alignment","nuclear level transmitter","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD"
"circuit-breaker","oil circuit-breaker","A circuit-breaker in which the contacts open and close in oil.","no","CFIHOS-30000854","yes","missing from CFIHOS - in other OO RDLs","liquid circuit-breaker; liquid circuit breaker","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD"
"corrosion element","oxidation reduction potential element","An element designed to measure an oxidation reduction potential (ORP).","no","CFIHOS-30000855","yes",,"ORP element; electrical resistance element","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0029;CR0030;FR60;FR74","STANDARD"
"relief valve","pilot operated relief valve","A pressure relief valve that uses a pilot valve to indirectly activate the main valve.","no","CFIHOS-30000856","yes","Identified as part of RDL Alignment Activity","pilot operated pressure safety valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"check valve","piston check valve","A lift check valve that has a free gravity or spring loaded piston type closure member.","no","CFIHOS-30000857","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"flow element","pitot tube flow meter","A differential pressure flow meter utilizing a pitot tube (a probe with an open tip) that is inserted into the flow field.","no","CFIHOS-30000858","yes","Owner Operator RDL Alignment","pitot tube flow element","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD"
"control valve","plug control valve","A control valve that is also a plug valve and an actuated valve.","no","CFIHOS-30000859","yes","Identified as part of RDL Alignment Activity","actuated plug valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"manual valve","plug valve","A rotary valve that has a quarter turn action in which the closure member is a cylindrical or tapered plug which operates by rotating on its axis and sealing against a downstream seat.","no","CFIHOS-30000860","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"relief valve","pressure-vacuum relief valve","A pressure relief valve that is intended to release excess pressure or admit pressure to prevent a vacuum forming when filling or emptying a pipeline or tank.","no","CFIHOS-30000861","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"pump","reciprocating pump","A positive displacement pump which contains a displacing element intended to be moved in a reciprocating movement to exert pressure on a fluid, typically moving within a cylindrical space.","no","CFIHOS-30000862","yes","BP Reliability",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60;FR74","STANDARD"
"riser","rigid riser","A rigid vertical or near vertical pipe for the flow of liquid or gas between the seabed and the surface.","no","CFIHOS-30000863","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD"
"pump","rotary pump","A positive displacement pump that consists of a chamber containing gears, cams, screws, vanes, plungers or similar elements actuated by relative rotation of the drive shaft or casing and which has no separate inlet and outlet valves.","no","CFIHOS-30000864","yes","BP Reliability",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60;FR74","STANDARD"
"control valve","slide control valve","A slide valve that is equipped with an actuator that manipulates a stream of fluid in the response to a signal from an external sensing element and with input of energy from an external source.","no","CFIHOS-30000865","yes","Identified as part of RDL Alignment Activity","actuated slide valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"manual valve","slide valve","A valve that opens and closes a passageway by sliding over a port.","no","CFIHOS-30000866","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"heat exchanger","spiral heat exchanger","A container intended for storage and/or processing of fluids. Relates to Spiral Plate Heat Exchanger.","no","CFIHOS-30000867","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD"
"distillation column","stabilizer column","A column which transforms a material from an unstable state to a more stable state; for fluids typically by removing volatile components from a mixture.","no","CFIHOS-30000868","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD"
"distillation column","stripper column","A distillation column intended to remove light components from a fluid.","no","CFIHOS-30000869","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0028;CR0029;FR60","STANDARD"
"electrical connector","submersible connector","An electrical connector capable of withstanding submersion to a specified depth.","no","CFIHOS-30000870","yes","match tag and equipment classes",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD"
"subsea umbilical","subsea dynamic umbilical","A umbilical section that is dynamic, i.e. has freedom to sway","no","CFIHOS-30000871","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0015;CR0028;CR0029;FR60","TERMINATED"
"subsea umbilical","subsea static umbilical","A umbilical section that is static","no","CFIHOS-30000872","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0015;CR0028;CR0029;FR60","TERMINATED"
"check valve","swing check valve","A check valve that is a check valve where the closure member is a disc which swings freely on a hinge and which opens automatically when flow is established and closes automatically when flow ceases or is reversed.","no","CFIHOS-30000873","yes","Identified as part of RDL Alignment Activity","axial flow check valve","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"circuit-breaker","vacuum circuit-breaker","A circuit-breaker in which the contacts open and close within a highly evacuated envelope.","no","CFIHOS-30000874","yes","missing from CFIHOS - in other OO RDLs","vacuum circuit breaker","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD"
"distillation column","vacuum column","A distillation column intended to withstand outside pressure.","no","CFIHOS-30000875","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD"
"check valve","wafer check valve","A wafer pattern valve that is a check valve with a wafer pattern valve body.","no","CFIHOS-30000876","yes","Identified as part of RDL Alignment Activity",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD"
"transformer","wet transformer","A power transformer of which the magnetic circuit and windings are immersed in oil.","no","CFIHOS-30000877","yes","missing from CFIHOS - in other OO RDLs",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD"
"IT and telecom equipment","acoustic enclosure","An enclosure that totally or partially surrounds an item in order to reduce its emitted noise.","no","CFIHOS-30000878","yes","Requested by bp as part of owner operators alignment",,"2020-11-23T14:58:57.049Z","2021-10-12T14:57:36.093Z",,"CR0031;FR60","STANDARD"
"marine","barge","A large flat-bottomed boat that is built for carrying goods and people on rivers and canals or in harbours, with or without sails, towed by a tug or horse. Also a similar boat with its own engine.","no","CFIHOS-30000881","yes","Requested by bp as part of owner operators alignment",,"2020-11-23T15:03:38.649Z","2021-10-12T14:57:36.093Z",,"CR0031;FR60","STANDARD"
"electrical equipment class","constant volume regulator","A regulator ensuring constant volume in a HVAC system to reduce noise","no","CFIHOS-30000882","yes","Requested by bp as part of owner operators alignment",,"2020-11-23T15:51:52.571Z","2021-10-12T14:57:36.093Z",,"CR0031;FR60","STANDARD"
"lifting device","davit","A physical object intended to carry the load of equipment that is regularly lifted or launched, like a life boat, or of equipment that regularly is removed for inspection or maintenance, such as covers, hatches, etc.","no","CFIHOS-30000885","yes","Requested by bp as part of owner operators alignment",,"2020-11-23T16:04:12.475Z","2021-10-12T14:57:36.093Z",,"CR0031;FR60","STANDARD"
